Name,API Name,Instance Memory,Compute Units (ECU),vCPUs,GPUs,GPU model,GPU memory,CUDA Compute Capability,FPGAs,ECU per vCPU,Physical Processor,Clock Speed(GHz),Intel AVX,Intel AVX2,Intel AVX-512,Intel Turbo,Instance Storage,Instance Storage: already warmed-up,Instance Storage: SSD TRIM Support,Arch,Network Performance,EBS Optimized: Max Bandwidth,EBS Optimized: Max Throughput (128K),EBS Optimized: Max IOPS (16K),EBS Exposed as NVMe,Max IPs,Max ENIs,Enhanced Networking,VPC Only,Placement Group Support,Linux Virtualization,On EMR,Linux On Demand,Linux Reserved cost,RHEL On Demand cost,RHEL Reserved cost,SLES On Demand cost,SLES Reserved cost,Windows On Demand cost,Windows Reserved cost,Windows SQL Web On Demand cost,Windows SQL Web Reserved cost,Windows SQL Std On Demand cost,Windows SQL Std Reserved cost,Windows SQL Ent On Demand cost,Windows SQL Ent Reserved cost,Linux SQL Web On Demand cost,Linux SQL Web Reserved cost,Linux SQL Std On Demand cost,Linux SQL Std Reserved cost,Linux SQL Ent On Demand cost,Linux SQL Ent Reserved cost,EMR cost
I3 High I/O Metal,i3.metal,512 GiB,208 units,72 vCPUs,0,,0 GiB,0,0,2.8889 units,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,Yes,Yes,unknown,Yes,15200 GB (8×1900 GB NVMe SSD),Yes,No,x86_64,25 Gigabit,19000 Mbps,2375 MB/s,80000 IOPS,Yes,750,15,Yes,Yes,Yes,Unknown,No,$5.9840 hourly,$4.0990 hourly,$6.7620 hourly,$4.8770 hourly,$6.0840 hourly,$4.1320 hourly,$8.9280 hourly,$7.0430 hourly,$10.0550 hourly,$8.1700 hourly,$16.6080 hourly,$14.7230 hourly,$32.9280 hourly,$31.0430 hourly,$7.0660 hourly,$5.1810 hourly,$13.6640 hourly,$11.7790 hourly,$29.9840 hourly,$28.0990 hourly,unavailable
R6GD Extra Large,r6gd.xlarge,32 GiB,0 units,4 vCPUs,0,,0 GiB,0,0,0.0000 units,AWS Graviton2 Processor,2.5 GHz,unknown,unknown,unknown,unknown,237 GB NVMe SSD,Yes,No,arm64,Up to 10 Gigabit,4750 Mbps,593.75 MB/s,20000 IOPS,Yes,60,4,Yes,Yes,Yes,Unknown,Yes,$0.2780 hourly,$0.1764 hourly,$0.3356 hourly,$0.2340 hourly,$0.3343 hourly,$0.2264 hourly,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,$0.0576 hourly
R6IDN Extra Large,r6idn.xlarge,32 GiB,0 units,4 vCPUs,0,,0 GiB,0,0,0.0000 units,Intel Xeon 8375C (Ice Lake),3.5 GHz,Yes,Yes,Yes,Yes,237 GB NVMe SSD,Yes,No,x86_64,Up to 30 Gigabit,25000 Mbps,3125 MB/s,100000 IOPS,Yes,60,4,Yes,Yes,Yes,Unknown,Yes,$0.4774 hourly,$0.3007 hourly,$0.6050 hourly,$0.4283 hourly,$0.5337 hourly,$0.3507 hourly,$0.6614 hourly,$0.4847 hourly,$0.7290 hourly,$0.5523 hourly,$1.1414 hourly,$0.9647 hourly,$2.1614 hourly,$1.9847 hourly,$0.5450 hourly,$0.3683 hourly,$0.9574 hourly,$0.7807 hourly,$1.9774 hourly,$1.8007 hourly,$0.0977 hourly
M7GD 12xlarge,m7gd.12xlarge,192 GiB,0 units,48 vCPUs,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.5 GHz,unknown,unknown,unknown,unknown,2850 GB (2×1425 GB NVMe SSD),Yes,No,arm64,22.5 Gigabit,15000 Mbps,1875 MB/s,60000 IOPS,Yes,240,8,Yes,Yes,Yes,Unknown,Yes,$3.2206 hourly,$2.0290 hourly,$3.7390 hourly,$2.5474 hourly,$3.3456 hourly,$2.0889 hourly,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,$0.6407 hourly
C7I-FLEX 16xlarge,c7i-flex.16xlarge,128 GiB,0 units,64 vCPUs,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,Yes,Yes,Yes,Yes,EBS only,N/A,N/A,x86_64,Up to 25 Gigabit,20000 Mbps,2500 MB/s,80000 IOPS,Yes,750,15,Yes,Yes,Yes,Unknown,No,$3.5431 hourly,$2.3394 hourly,$4.2343 hourly,$3.0306 hourly,$3.6681 hourly,$2.3993 hourly,$6.4871 hourly,$5.2834 hourly,$7.5687 hourly,$6.3650 hourly,$14.1671 hourly,$12.9634 hourly,$30.4871 hourly,$29.2834 hourly,$4.6247 hourly,$3.4210 hourly,$11.2231 hourly,$10.0194 hourly,$27.5431 hourly,$26.3394 hourly,unavailable
C8GD Double Extra Large,c8gd.2xlarge,16 GiB,0 units,8 vCPUs,0,,0 GiB,0,0,0.0000 units,AWS Graviton4 Processor,2.7 GHz,unknown,unknown,unknown,unknown,474 GB NVMe SSD,Yes,No,arm64,Up to 15 Gigabit,10000 Mbps,1250 MB/s,40000 IOPS,Yes,60,4,Yes,Yes,Yes,Unknown,No,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
C6GN Medium,c6gn.medium,2 GiB,0 units,1 vCPUs,0,,0 GiB,0,0,0.0000 units,AWS Graviton2 Processor,2.5 GHz,unknown,unknown,unknown,unknown,EBS only,N/A,N/A,arm64,Up to 16 Gigabit,9500 Mbps,1187.5 MB/s,40000 IOPS,Yes,8,2,Yes,Yes,Yes,Unknown,No,$0.0565 hourly,$0.0357 hourly,$0.0709 hourly,$0.0501 hourly,$0.0875 hourly,$0.0487 hourly,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
T3 Micro,t3.micro,1 GiB,0 units,2 vCPUs (2h 24m burst),0,,0 GiB,0,0,0.0000 units,Intel Skylake E5 2686 v5,3.1 GHz,Yes,Yes,Yes,Yes,EBS only,N/A,N/A,x86_64,Up to 5 Gigabit,2085 Mbps,260.625 MB/s,11800 IOPS,Yes,4,2,Yes,Yes,No,Unknown,No,$0.0132 hourly,$0.0083 hourly,$0.0770 hourly,$0.0721 hourly,$0.0132 hourly,$0.0083 hourly,$0.0224 hourly,$0.0175 hourly,$0.0900 hourly,$0.0851 hourly,unavailable,unavailable,unavailable,unavailable,$0.0808 hourly,$0.0759 hourly,unavailable,unavailable,unavailable,unavailable,unavailable
Z1D Metal,z1d.metal,384 GiB,271 units,48 vCPUs,0,,0 GiB,0,0,5.6458 units,Intel Xeon Platinum 8151,4 GHz,Yes,Yes,Yes,Yes,1800 GB (2×900 GB NVMe SSD),Yes,No,x86_64,25 Gigabit,19000 Mbps,2375 MB/s,80000 IOPS,Yes,750,15,Yes,Yes,Yes,Unknown,No,$5.4240 hourly,$3.4170 hourly,$6.6140 hourly,$4.6080 hourly,$5.5490 hourly,$3.4770 hourly,$7.6320 hourly,$5.6250 hourly,$8.4430 hourly,$6.4360 hourly,$13.3920 hourly,$11.3850 hourly,$25.6320 hourly,$23.6250 hourly,$6.2350 hourly,$4.2280 hourly,$11.1840 hourly,$9.1770 hourly,$23.4240 hourly,$21.4170 hourly,unavailable
X2GD 16xlarge,x2gd.16xlarge,1024 GiB,0 units,64 vCPUs,0,,0 GiB,0,0,0.0000 units,AWS Graviton2 Processor,2.5 GHz,unknown,unknown,unknown,unknown,3800 GB (2×1900 GB NVMe SSD),Yes,No,arm64,25 Gigabit,19000 Mbps,2375 MB/s,80000 IOPS,Yes,750,15,Yes,Yes,Yes,Unknown,Yes,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
C8G Eight Extra Large,c8g.8xlarge,64 GiB,0 units,32 vCPUs,0,,0 GiB,0,0,0.0000 units,AWS Graviton4 Processor,2.7 GHz,unknown,unknown,unknown,unknown,EBS only,N/A,N/A,arm64,15 Gigabit,10000 Mbps,1250 MB/s,40000 IOPS,Yes,240,8,Yes,Yes,Yes,Unknown,No,$1.6608 hourly,$1.0965 hourly,$2.4544 hourly,$1.8901 hourly,$1.7858 hourly,$1.1564 hourly,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
R6GD 16xlarge,r6gd.16xlarge,512 GiB,0 units,64 vCPUs,0,,0 GiB,0,0,0.0000 units,AWS Graviton2 Processor,2.5 GHz,unknown,unknown,unknown,unknown,3800 GB (2×1900 GB NVMe SSD),Yes,No,arm64,25 Gigabit,19000 Mbps,2375 MB/s,80000 IOPS,Yes,750,15,Yes,Yes,Yes,Unknown,Yes,$4.4480 hourly,$2.8223 hourly,$6.0352 hourly,$4.4095 hourly,$4.5730 hourly,$2.8823 hourly,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,$0.9216 hourly
M5N Quadruple Extra Large,m5n.4xlarge,64 GiB,0 units,16 vCPUs,0,,0 GiB,0,0,0.0000 units,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz,unknown,unknown,unknown,unknown,EBS only,N/A,N/A,x86_64,Up to 25 Gigabit,4750 Mbps,593.75 MB/s,18750 IOPS,Yes,240,8,Yes,Yes,Yes,Unknown,Yes,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
G6 Graphics and Machine Learning GPU 16xlarge,g6.16xlarge,256 GiB,0 units,64 vCPUs,1,NVIDIA L4,24 GiB,8.9,0,0.0000 units,AMD EPYC 7R13 Processor,2.6 GHz,unknown,unknown,unknown,unknown,1880 GB (2×940 GB NVMe SSD),Yes,No,x86_64,25 Gigabit,20000 Mbps,2500 MB/s,80000 IOPS,Yes,750,15,Yes,Yes,Yes,Unknown,Yes,$4.4165 hourly,$2.8752 hourly,$6.0037 hourly,$4.4623 hourly,$4.5415 hourly,$2.9350 hourly,$7.3605 hourly,$5.8191 hourly,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,$0.8492 hourly
M8G 12xlarge,m8g.12xlarge,192 GiB,0 units,48 vCPUs,0,,0 GiB,0,0,0.0000 units,AWS Graviton4 Processor,2.7 GHz,unknown,unknown,unknown,unknown,EBS only,N/A,N/A,arm64,22.5 Gigabit,15000 Mbps,1875 MB/s,60000 IOPS,Yes,240,8,Yes,Yes,Yes,Unknown,No,$2.6928 hourly,$1.7813 hourly,$3.8832 hourly,$2.9717 hourly,$2.8178 hourly,$1.8412 hourly,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
M8G 48xlarge,m8g.48xlarge,768 GiB,0 units,192 vCPUs,0,,0 GiB,0,0,0.0000 units,AWS Graviton4 Processor,2.7 GHz,unknown,unknown,unknown,unknown,EBS only,N/A,N/A,arm64,50 Gigabit,40000 Mbps,5000 MB/s,240000 IOPS,Yes,750,15,Yes,Yes,Yes,Unknown,No,$10.7712 hourly,$7.1251 hourly,$12.6144 hourly,$8.9683 hourly,$10.8962 hourly,$7.1851 hourly,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
M8GD Extra Large,m8gd.xlarge,16 GiB,0 units,4 vCPUs,0,,0 GiB,0,0,0.0000 units,AWS Graviton4 Processor,2.7 GHz,unknown,unknown,unknown,unknown,237 GB NVMe SSD,Yes,No,arm64,Up to 12.5 Gigabit,10000 Mbps,1250 MB/s,40000 IOPS,Yes,60,4,Yes,Yes,Yes,Unknown,No,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
D2 Eight Extra Large,d2.8xlarge,244 GiB,116 units,36 vCPUs,0,,0 GiB,0,0,3.2222 units,Intel Xeon E5-2676 v3 (Haswell),2.4 GHz,Yes,Yes,unknown,Yes,49152 GB (24×2048 GB HDD),Yes,N/A,x86_64,10 Gigabit,4000 Mbps,500 MB/s,32000 IOPS,No,240,8,No,No,No,Unknown,Yes,$6.9600 hourly,$4.1040 hourly,$7.3490 hourly,$4.0430 hourly,$7.0600 hourly,$4.1410 hourly,$7.6380 hourly,$4.1840 hourly,unavailable,unavailable,unavailable,unavailable,$22.1160 hourly,$19.2600 hourly,unavailable,unavailable,unavailable,unavailable,$20.4600 hourly,$17.1540 hourly,$0.2700 hourly
M7I-FLEX Quadruple Extra Large,m7i-flex.4xlarge,64 GiB,0 units,16 vCPUs,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.5 GHz,Yes,Yes,Yes,Yes,EBS only,N/A,N/A,x86_64,Up to 12.5 Gigabit,10000 Mbps,1250 MB/s,40000 IOPS,Yes,240,8,Yes,Yes,Yes,Unknown,Yes,$0.9576 hourly,$0.6334 hourly,$1.1304 hourly,$0.8063 hourly,$1.0826 hourly,$0.6934 hourly,$1.6568 hourly,$1.3326 hourly,$1.9272 hourly,$1.6031 hourly,$3.5768 hourly,$3.2527 hourly,$7.6568 hourly,$7.3327 hourly,$1.2280 hourly,$0.9039 hourly,$2.8776 hourly,$2.5535 hourly,$6.9576 hourly,$6.6334 hourly,$0.1915 hourly
C6G 16xlarge,c6g.16xlarge,128 GiB,0 units,64 vCPUs,0,,0 GiB,0,0,0.0000 units,AWS Graviton2 Processor,2.5 GHz,unknown,unknown,unknown,unknown,EBS only,N/A,N/A,arm64,25 Gigabit,19000 Mbps,2375 MB/s,80000 IOPS,Yes,750,15,Yes,Yes,Yes,Unknown,Yes,$2.8416 hourly,$1.7902 hourly,$3.5328 hourly,$2.4814 hourly,$2.9666 hourly,$1.8502 hourly,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,$0.5440 hourly
I2 Extra Large,i2.xlarge,30.5 GiB,14 units,4 vCPUs,0,,0 GiB,0,0,3.5000 units,Intel Xeon E5-2670 v2 (Ivy Bridge),2.5 GHz,Yes,unknown,unknown,Yes,800 GB SSD,Yes,No,x86_64,Moderate,500 Mbps,62.5 MB/s,4000 IOPS,No,60,4,No,No,Yes,Unknown,Yes,$1.0180 hourly,$0.6100 hourly,$1.0760 hourly,$0.6060 hourly,$1.1180 hourly,$0.6460 hourly,$1.1690 hourly,$0.8130 hourly,$1.2920 hourly,$0.8320 hourly,$2.1270 hourly,$1.1060 hourly,$2.7020 hourly,$2.2950 hourly,$1.0860 hourly,$0.6160 hourly,$1.4980 hourly,$1.0280 hourly,$2.5180 hourly,$2.0480 hourly,$0.2130 hourly
R7GD Eight Extra Large,r7gd.8xlarge,256 GiB,0 units,32 vCPUs,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.5 GHz,unknown,unknown,unknown,unknown,1900 GB NVMe SSD,Yes,No,arm64,15 Gigabit,10000 Mbps,1250 MB/s,40000 IOPS,Yes,240,8,Yes,Yes,Yes,Unknown,Yes,$2.5056 hourly,$1.5785 hourly,$2.8512 hourly,$1.9241 hourly,$2.6306 hourly,$1.6384 hourly,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,$0.5443 hourly
M7I-FLEX 12xlarge,m7i-flex.12xlarge,192 GiB,0 units,48 vCPUs,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Sapphire Rapids),3.5 GHz,Yes,Yes,Yes,Yes,EBS only,N/A,N/A,x86_64,Up to 18.75 Gigabit,15000 Mbps,1875 MB/s,60000 IOPS,Yes,240,8,Yes,Yes,Yes,Unknown,No,$2.8728 hourly,$1.9004 hourly,$3.3912 hourly,$2.4188 hourly,$2.9978 hourly,$1.9603 hourly,$5.0808 hourly,$4.1084 hourly,$5.8920 hourly,$4.9196 hourly,$10.8408 hourly,$9.8684 hourly,$23.0808 hourly,$22.1084 hourly,$3.6840 hourly,$2.7116 hourly,$8.6328 hourly,$7.6604 hourly,$20.8728 hourly,$19.9004 hourly,unavailable
I4G Extra Large,i4g.xlarge,32 GiB,0 units,4 vCPUs,0,,0 GiB,0,0,0.0000 units,AWS Graviton2 Processor,2.5 GHz,unknown,unknown,unknown,unknown,937 GB NVMe SSD,Yes,No,arm64,Up to 10 Gigabit,10000 Mbps,1250 MB/s,40000 IOPS,Yes,60,4,Yes,Yes,Yes,Unknown,Yes,$0.3703 hourly,$0.2417 hourly,$0.4279 hourly,$0.2993 hourly,$0.4266 hourly,$0.2917 hourly,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,$0.0772 hourly
C8G Large,c8g.large,4 GiB,0 units,2 vCPUs,0,,0 GiB,0,0,0.0000 units,AWS Graviton4 Processor,2.7 GHz,unknown,unknown,unknown,unknown,EBS only,N/A,N/A,arm64,Up to 12.5 Gigabit,10000 Mbps,1250 MB/s,40000 IOPS,Yes,30,3,Yes,Yes,Yes,Unknown,No,$0.1038 hourly,$0.0685 hourly,$0.1676 hourly,$0.1323 hourly,$0.1601 hourly,$0.0935 hourly,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
C8G 24xlarge,c8g.24xlarge,192 GiB,0 units,96 vCPUs,0,,0 GiB,0,0,0.0000 units,AWS Graviton4 Processor,2.7 GHz,unknown,unknown,unknown,unknown,EBS only,N/A,N/A,arm64,40 Gigabit,30000 Mbps,3750 MB/s,120000 IOPS,Yes,750,15,Yes,Yes,Yes,Unknown,No,$4.9824 hourly,$3.2896 hourly,$6.0192 hourly,$4.3264 hourly,$5.1074 hourly,$3.3495 hourly,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
M7G Eight Extra Large,m7g.8xlarge,128 GiB,0 units,32 vCPUs,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.5 GHz,unknown,unknown,unknown,unknown,EBS only,N/A,N/A,arm64,15 Gigabit,10000 Mbps,1250 MB/s,40000 IOPS,Yes,240,8,Yes,Yes,Yes,Unknown,Yes,$1.6320 hourly,$1.0796 hourly,$2.4256 hourly,$1.8732 hourly,$1.7570 hourly,$1.1395 hourly,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,$0.3264 hourly
A1 Extra Large,a1.xlarge,8 GiB,0 units,4 vCPUs,0,,0 GiB,0,0,0.0000 units,AWS Graviton Processor,2.3 GHz,unknown,unknown,unknown,unknown,EBS only,N/A,N/A,arm64,Up to 10 Gigabit,3500 Mbps,437.5 MB/s,20000 IOPS,Yes,60,4,No,Yes,Yes,Unknown,No,$0.1332 hourly,$0.0839 hourly,$0.1908 hourly,$0.1415 hourly,$0.1895 hourly,$0.1339 hourly,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
M8GD Large,m8gd.large,8 GiB,0 units,2 vCPUs,0,,0 GiB,0,0,0.0000 units,AWS Graviton4 Processor,2.7 GHz,unknown,unknown,unknown,unknown,118 GB NVMe SSD,Yes,No,arm64,Up to 12.5 Gigabit,10000 Mbps,1250 MB/s,40000 IOPS,Yes,30,3,Yes,Yes,Yes,Unknown,No,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
I4I 24xlarge,i4i.24xlarge,768 GiB,0 units,96 vCPUs,0,,0 GiB,0,0,0.0000 units,Intel Xeon 8375C (Ice Lake),3.5 GHz,Yes,Yes,Yes,Yes,22500 GB (6×3750 GB NVMe SSD),Yes,No,x86_64,56.25 Gigabit,30000 Mbps,3750 MB/s,120000 IOPS,Yes,450,15,Yes,Yes,Yes,Unknown,Yes,$9.8736 hourly,$6.4457 hourly,$10.9104 hourly,$7.4825 hourly,$9.9986 hourly,$6.5056 hourly,$14.2896 hourly,$10.8617 hourly,$15.9120 hourly,$12.4841 hourly,$25.8096 hourly,$22.3817 hourly,$50.2896 hourly,$46.8617 hourly,$11.4960 hourly,$8.0681 hourly,$21.3936 hourly,$17.9657 hourly,$45.8736 hourly,$42.4457 hourly,$2.0592 hourly
C7G Large,c7g.large,4 GiB,0 units,2 vCPUs,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.5 GHz,unknown,unknown,unknown,unknown,EBS only,N/A,N/A,arm64,Up to 12.5 Gigabit,10000 Mbps,1250 MB/s,40000 IOPS,Yes,30,3,Yes,Yes,Yes,Unknown,No,$0.0944 hourly,$0.0623 hourly,$0.1582 hourly,$0.1261 hourly,$0.1507 hourly,$0.0873 hourly,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
X2IEDN Eight Extra Large,x2iedn.8xlarge,1024 GiB,0 units,32 vCPUs,0,,0 GiB,0,0,0.0000 units,Intel Xeon Scalable (Icelake),3.5 GHz,Yes,Yes,Yes,Yes,950 GB NVMe SSD,Yes,No,x86_64,25 Gigabit,20000 Mbps,2500 MB/s,65000 IOPS,Yes,240,8,Yes,Yes,Yes,Unknown,Yes,$9.6705 hourly,$5.9503 hourly,$10.0161 hourly,$6.2959 hourly,$9.7955 hourly,$6.0103 hourly,$11.1425 hourly,$7.4223 hourly,$11.6833 hourly,$7.9631 hourly,$14.9825 hourly,$11.2623 hourly,$23.1425 hourly,$19.4223 hourly,$10.2113 hourly,$6.4911 hourly,$13.5105 hourly,$9.7903 hourly,$21.6705 hourly,$17.9503 hourly,$1.6672 hourly
G4AD Eight Extra Large,g4ad.8xlarge,128 GiB,0 units,32 vCPUs,2,AMD Radeon Pro V520,16 GiB,0,0,0.0000 units,AMD EPYC 7R32,2.8 GHz,unknown,unknown,unknown,unknown,1200 GB NVMe SSD,Yes,No,x86_64,15 Gigabit,3170 Mbps,396.25 MB/s,13333 IOPS,Yes,60,4,Yes,Yes,Yes,Unknown,No,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
INF2 Eight Extra Large,inf2.8xlarge,128 GiB,0 units,32 vCPUs,1,AWS Inferentia2,32 GiB,0,0,0.0000 units,AMD EPYC 7R13 Processor,2.95 GHz,unknown,unknown,unknown,unknown,EBS only,N/A,N/A,x86_64,Up to 25 Gigabit,10000 Mbps,1250 MB/s,40000 IOPS,Yes,240,8,Yes,Yes,Yes,Unknown,No,$2.5582 hourly,$1.6117 hourly,$2.9038 hourly,$1.9573 hourly,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
M4 General Purpose 16xlarge,m4.16xlarge,256 GiB,188 units,64 vCPUs,0,,0 GiB,0,0,2.9375 units,Intel Xeon E5-2686 v4 (Broadwell),2.4 GHz,Yes,Yes,unknown,Yes,EBS only,N/A,N/A,x86_64,25 Gigabit,10000 Mbps,1250 MB/s,65000 IOPS,No,240,8,Yes,Yes,Yes,Unknown,Yes,$4.0000 hourly,$2.6880 hourly,$5.5872 hourly,$4.2752 hourly,$4.1000 hourly,$2.7210 hourly,$6.9440 hourly,$5.6320 hourly,$8.0710 hourly,$6.7540 hourly,$14.6240 hourly,$13.3120 hourly,$31.2490 hourly,$29.6320 hourly,$5.0816 hourly,$3.7696 hourly,$11.6800 hourly,$10.3680 hourly,$28.0000 hourly,$26.6880 hourly,$0.2700 hourly
R6G Eight Extra Large,r6g.8xlarge,256 GiB,0 units,32 vCPUs,0,,0 GiB,0,0,0.0000 units,AWS Graviton2 Processor,2.5 GHz,unknown,unknown,unknown,unknown,EBS only,N/A,N/A,arm64,12 Gigabit,9500 Mbps,1187.5 MB/s,40000 IOPS,Yes,240,8,Yes,Yes,Yes,Unknown,Yes,$1.9328 hourly,$1.2177 hourly,$2.7264 hourly,$2.0113 hourly,$2.0578 hourly,$1.2777 hourly,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,$0.4032 hourly
C7G Extra Large,c7g.xlarge,8 GiB,0 units,4 vCPUs,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.5 GHz,unknown,unknown,unknown,unknown,EBS only,N/A,N/A,arm64,Up to 12.5 Gigabit,10000 Mbps,1250 MB/s,40000 IOPS,Yes,60,4,Yes,Yes,Yes,Unknown,Yes,$0.1887 hourly,$0.1246 hourly,$0.2463 hourly,$0.1822 hourly,$0.2450 hourly,$0.1746 hourly,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,$0.0362 hourly
R7G Large,r7g.large,16 GiB,0 units,2 vCPUs,0,,0 GiB,0,0,0.0000 units,AWS Graviton3 Processor,2.5 GHz,unknown,unknown,unknown,unknown,EBS only,N/A,N/A,arm64,Up to 12.5 Gigabit,10000 Mbps,1250 MB/s,40000 IOPS,Yes,30,3,Yes,Yes,Yes,Unknown,No,$0.1284 hourly,$0.0848 hourly,$0.1572 hourly,$0.1136 hourly,$0.1847 hourly,$0.1098 hourly,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
A1 Large,a1.large,4 GiB,0 units,2 vCPUs,0,,0 GiB,0,0,0.0000 units,AWS Graviton Processor,2.3 GHz,unknown,unknown,unknown,unknown,EBS only,N/A,N/A,arm64,Up to 10 Gigabit,3500 Mbps,437.5 MB/s,20000 IOPS,Yes,30,3,No,Yes,Yes,Unknown,No,$0.0666 hourly,$0.0420 hourly,$0.0954 hourly,$0.0708 hourly,$0.1229 hourly,$0.0670 hourly,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
G5 Graphics and Machine Learning GPU Double Extra Large,g5.2xlarge,32 GiB,0 units,8 vCPUs,1,NVIDIA A10G,24 GiB,8.6,0,0.0000 units,AMD EPYC 7R32,2.8 GHz,unknown,unknown,unknown,unknown,450 GB NVMe SSD,Yes,No,x86_64,Up to 10 Gigabit,3500 Mbps,437.5 MB/s,15000 IOPS,Yes,60,4,Yes,Yes,Yes,Unknown,Yes,$1.5758 hourly,$0.9928 hourly,$1.8310 hourly,$1.2480 hourly,$1.7008 hourly,$1.0527 hourly,$1.9438 hourly,$1.3608 hourly,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,$0.3030 hourly
